Operation|Order.CONN|Order.Validation|PriceService.Out|Order.Execution_|Order.ExecutionReport_CONN
1201287607984|10:08:41,698|10:08:42,723|10:08:43,207|10:08:43,832|
1201287608015|10:08:43,229|10:08:44,163|10:08:44,373|10:08:45,483|
1201287608026|10:08:43,591|10:08:44,149|10:08:44,169|10:08:44,883|10:08:51,759
1201287608047|10:08:44,205|10:08:44,600|10:08:44,719|10:08:45,468|10:08:49,952
1201287608068|10:08:44,380|10:08:45,557|10:08:45,629|10:08:46,078|10:08:49,103
1201287608089|10:08:45,971|10:08:46,448|10:08:46,612|10:08:47,109|
1201287608100|10:08:46,660|10:08:46,864|10:08:47,036|10:08:47,661|10:08:54,356
1201287608111|10:08:46,808|10:08:47,000|10:08:47,060|10:08:47,710|10:08:55,439
1201287608142|10:08:46,963|10:08:47,231|10:08:47,354|10:08:47,858|10:08:54,793
1201287608163|10:08:47,397|10:08:47,851|10:08:48,388|10:08:48,878|
1201287608184|10:08:47,705|10:08:48,533|10:08:48,778|10:08:49,041|10:08:55,122
1201287608195|10:08:48,369|10:08:48,817|10:08:49,055|10:08:49,313|10:08:54,949
1201287608256|10:08:48,841|10:08:49,414|10:08:49,608|10:08:50,039|
1201287608307|10:08:49,868|10:08:50,377|10:08:50,829|10:08:51,665|
1201287608328|10:08:50,367|10:08:51,893|10:08:52,715|10:08:54,494|
1201287608349|10:08:51,044|10:08:52,959|10:08:53,444|10:08:54,549|
1201287608370|10:08:52,593|10:08:54,597|10:08:54,881|10:08:55,387|
1201287608391|10:08:54,222|10:08:55,095|10:08:55,228|10:08:55,539|
1201287608432|10:08:54,504|10:08:54,951|10:08:55,155|10:08:55,490|
1201287608463|10:08:55,011|10:08:55,376|10:08:55,523|10:08:56,228|
1201287608474|10:08:55,190|10:08:55,518|10:08:55,973|10:08:56,381|
1201287608495|10:08:55,722|10:08:56,267|10:08:56,441|10:08:57,125|
1201287608516|10:08:56,160|10:08:56,412|10:08:56,505|10:08:57,470|10:09:06,440
1201287608607|10:08:56,291|10:08:56,708|10:08:56,776|10:08:57,522|10:09:01,329
1201287608628|10:08:56,708|10:08:57,158|10:08:57,476|10:08:57,776|10:09:03,874
1201287608649|10:08:56,820|10:08:57,659|10:08:58,019|10:08:59,508|
1201287608660|10:08:57,064|10:08:57,639|10:08:57,686|10:08:58,641|10:09:06,389
1201287608671|10:08:57,451|10:08:57,877|10:08:58,221|10:08:59,801|10:09:04,590
1201287608692|10:08:57,949|10:08:58,620|10:08:59,433|10:09:00,400|
1201287608713|10:08:58,354|10:08:58,808|10:08:59,902|10:09:00,935|10:09:06,249
1201287608724|10:08:59,470|10:09:01,293|10:09:01,476|10:09:01,929|
1201287608735|10:09:01,118|10:09:01,678|10:09:01,769|10:09:02,439|10:09:07,562
1201287608766|10:09:01,593|10:09:02,283|10:09:02,440|10:09:03,046|
1201287608827|10:09:01,910|10:09:02,357|10:09:02,645|10:09:03,095|
1201287608868|10:09:02,329|10:09:02,919|10:09:03,148|10:09:04,124|
1201287608909|10:09:02,581|10:09:03,142|10:09:03,920|10:09:04,251|10:09:08,035
1201287608960|10:09:03,819|10:09:04,882|10:09:04,929|10:09:05,463|10:09:09,675
1201287608991|10:09:04,962|10:09:05,424|10:09:05,585|10:09:06,047|10:09:08,595
1201287609012|10:09:05,399|10:09:06,067|10:09:06,384|10:09:06,722|
1201287609033|10:09:05,486|10:09:06,256|10:09:06,554|10:09:07,005|10:09:10,891
1201287609064|10:09:05,867|10:09:06,612|10:09:06,693|10:09:07,074|10:09:12,564
1201287609105|10:09:06,575|10:09:07,004|10:09:07,135|10:09:07,517|10:09:11,834
1201287609136|10:09:07,433|10:09:07,737|10:09:07,843|10:09:08,246|
1201287609147|10:09:07,741|10:09:08,165|10:09:08,529|10:09:09,062|10:09:14,742
1201287609168|10:09:07,930|10:09:08,709|10:09:08,835|10:09:09,233|10:09:15,204
1201287609189|10:09:08,545|10:09:09,137|10:09:09,702|10:09:10,251|
1201287609200|10:09:08,898|10:09:09,214|10:09:09,591|10:09:09,966|
1201287609211|10:09:09,095|10:09:09,754|10:09:10,279|10:09:10,743|
1201287609252|10:09:09,664|10:09:10,967|10:09:11,090|10:09:11,579|
1201287609273|10:09:10,301|10:09:10,983|10:09:11,087|10:09:11,514|
1201287609294|10:09:10,967|10:09:11,240|10:09:11,407|10:09:11,693|
1201287609315|10:09:11,265|10:09:11,742|10:09:11,789|10:09:12,026|
1201287609336|10:09:11,512|10:09:12,012|10:09:12,525|10:09:13,621|
1201287609367|10:09:11,905|10:09:12,563|10:09:12,697|10:09:13,419|
1201287609388|10:09:12,489|10:09:12,889|10:09:13,003|10:09:13,663|
1201287609439|10:09:12,972|10:09:13,300|10:09:13,710|10:09:14,599|10:09:22,411
1201287609490|10:09:14,129|10:09:14,645|10:09:14,664|10:09:15,296|10:09:20,020
1201287609511|10:09:14,462|10:09:14,869|10:09:14,889|10:09:15,777|10:09:23,487
1201287609532|10:09:14,850|10:09:15,091|10:09:15,292|10:09:16,375|
1201287609553|10:09:15,173|10:09:15,585|10:09:15,901|10:09:16,833|10:09:23,901
1201287609594|10:09:15,419|10:09:15,845|10:09:16,034|10:09:16,920|10:09:21,734
1201287609625|10:09:15,760|10:09:17,358|10:09:17,565|10:09:19,669|
1201287609646|10:09:17,249|10:09:17,719|10:09:17,882|10:09:19,658|10:09:26,673
1201287609667|10:09:17,637|10:09:18,076|10:09:18,175|10:09:19,743|
1201287609708|10:09:17,970|10:09:20,258|10:09:20,505|10:09:21,000|10:09:26,768
1201287609729|10:09:18,318|10:09:20,764|10:09:21,509|10:09:22,196|
1201287609740|10:09:20,381|10:09:21,208|10:09:21,528|10:09:22,482|
1201287609751|10:09:20,976|10:09:21,740|10:09:21,829|10:09:22,754|
1201287609792|10:09:21,654|10:09:22,186|10:09:22,675|10:09:22,951|10:09:28,039
1201287609803|10:09:22,092|10:09:23,303|10:09:23,400|10:09:23,874|10:09:29,320
1201287609834|10:09:22,924|10:09:23,496|10:09:23,575|10:09:24,014|10:09:27,792
1201287609865|10:09:23,459|10:09:23,674|10:09:23,724|10:09:24,027|
1201287609886|10:09:23,623|10:09:23,897|10:09:24,162|10:09:24,522|10:09:30,196
1201287609897|10:09:23,807|10:09:24,899|10:09:25,100|10:09:26,416|10:09:32,927
1201287609928|10:09:24,271|10:09:25,026|10:09:25,213|10:09:26,703|10:09:31,977
1201287609949|10:09:24,927|10:09:25,300|10:09:25,411|10:09:26,809|
1201287609960|10:09:25,192|10:09:25,586|10:09:25,662|10:09:27,058|10:09:31,919
1201287609971|10:09:25,626|10:09:27,455|10:09:27,694|10:09:28,269|10:09:33,018
1201287609992|10:09:26,526|10:09:26,941|10:09:27,371|10:09:27,815|
1201287610013|10:09:27,422|10:09:27,814|10:09:27,912|10:09:28,317|
1201287610034|10:09:27,621|10:09:28,467|10:09:28,514|10:09:28,860|
1201287610055|10:09:28,017|10:09:28,881|10:09:29,125|10:09:29,709|
1201287610066|10:09:28,408|10:09:28,958|10:09:29,100|10:09:29,629|
1201287610087|10:09:28,940|10:09:29,322|10:09:29,415|10:09:29,938|
1201287610108|10:09:29,270|10:09:29,698|10:09:30,120|10:09:30,348|
1201287610119|10:09:29,491|10:09:30,488|10:09:30,788|10:09:31,594|
1201287610130|10:09:29,746|10:09:30,465|10:09:30,505|10:09:30,774|
1201287610151|10:09:30,396|10:09:30,879|10:09:31,713|10:09:32,039|
1201287610172|10:09:30,852|10:09:31,752|10:09:32,106|10:09:32,976|10:09:40,760
1201287610193|10:09:31,753|10:09:32,734|10:09:33,017|10:09:33,573|10:09:38,901
1201287610214|10:09:32,029|10:09:32,982|10:09:33,034|10:09:33,821|10:09:39,955
1201287610235|10:09:32,292|10:09:32,976|10:09:33,141|10:09:33,810|
1201287610266|10:09:33,165|10:09:33,375|10:09:33,557|10:09:34,354|10:09:44,903
1201287610297|10:09:33,284|10:09:34,504|10:09:34,556|10:09:35,913|10:09:40,280
1201287610318|10:09:33,464|10:09:35,379|10:09:35,919|10:09:36,938|
1201287610339|10:09:33,780|10:09:35,267|10:09:35,410|10:09:36,639|10:09:44,822
1201287610350|10:09:35,151|10:09:36,086|10:09:37,116|10:09:37,768|
1201287610381|10:09:35,892|10:09:37,092|10:09:37,174|10:09:37,844|10:09:44,143
1201287610392|10:09:36,144|10:09:37,927|10:09:38,242|10:09:39,443|
1201287610423|10:09:37,139|10:09:38,212|10:09:38,301|10:09:39,057|
1201287610444|10:09:37,841|10:09:38,146|10:09:38,335|10:09:39,607|
1201287610465|10:09:38,389|10:09:38,776|10:09:39,888|10:09:40,457|10:09:47,284
1201287610496|10:09:39,292|10:09:40,455|10:09:40,543|10:09:41,029|10:09:47,403
1201287610517|10:09:40,478|10:09:41,571|10:09:41,765|10:09:42,249|10:09:47,895
1201287610538|10:09:41,477|10:09:41,772|10:09:41,845|10:09:42,464|
1201287610549|10:09:41,810|10:09:42,025|10:09:42,269|10:09:43,028|10:09:50,700
1201287610580|10:09:41,893|10:09:42,423|10:09:42,445|10:09:43,402|10:09:50,754
1201287610611|10:09:42,000|10:09:42,437|10:09:43,524|10:09:44,518|10:09:50,420
1201287610642|10:09:42,228|10:09:43,308|10:09:43,989|10:09:45,087|
1201287610683|10:09:43,279|10:09:44,908|10:09:45,796|10:09:46,672|10:09:51,723
1201287610714|10:09:44,946|10:09:47,064|10:09:47,109|10:09:47,600|10:09:52,618
1201287610735|10:09:46,355|10:09:47,280|10:09:47,507|10:09:47,870|
1201287610806|10:09:46,783|10:09:47,550|10:09:47,622|10:09:47,882|
1201287610837|10:09:47,147|10:09:48,503|10:09:48,717|10:09:49,142|
1201287610888|10:09:48,011|10:09:48,933|10:09:49,337|10:09:49,768|
1201287610909|10:09:48,685|10:09:48,983|10:09:49,294|10:09:49,724|
1201287610930|10:09:48,973|10:09:50,583|10:09:50,643|10:09:51,131|
1201287610951|10:09:49,710|10:09:50,754|10:09:50,881|10:09:51,760|
1201287610982|10:09:50,335|10:09:50,762|10:09:50,824|10:09:51,663|
1201287610993|10:09:50,862|10:09:51,131|10:09:51,471|10:09:51,821|
1201287611024|10:09:51,659|10:09:51,930|10:09:51,986|10:09:52,491|
1201287611045|10:09:51,930|10:09:52,132|10:09:52,240|10:09:53,148|10:10:06,491
1201287611076|10:09:52,068|10:09:52,491|10:09:52,954|10:09:53,381|10:09:59,159
1201287611087|10:09:52,265|10:09:52,598|10:09:53,070|10:09:53,558|10:10:04,155
1201287611108|10:09:52,618|10:09:53,149|10:09:53,203|10:09:53,749|
1201287611119|10:09:53,115|10:09:53,405|10:09:54,049|10:09:55,462|10:10:08,112
1201287611130|10:09:53,363|10:09:55,507|10:09:56,110|10:09:59,885|10:10:04,639
1201287611151|10:09:53,541|10:09:55,187|10:09:55,682|10:09:58,876|
1201287611172|10:09:53,807|10:09:55,463|10:09:56,590|10:10:00,564|10:10:08,314
1201287611183|10:09:54,893|10:09:56,773|10:09:57,603|10:10:00,804|
1201287611204|10:09:56,051|10:09:57,963|10:09:58,493|10:10:01,268|10:10:08,409
1201287611215|10:09:57,422|10:09:58,323|10:09:59,083|10:10:01,271|
1201287611226|10:09:58,527|10:09:59,744|10:09:59,885|10:10:01,379|
1201287611247|10:09:59,375|10:10:00,606|10:10:00,929|10:10:02,462|
1201287611268|10:09:59,852|10:10:02,489|10:10:03,110|10:10:03,649|10:10:09,152
1201287611299|10:10:01,328|10:10:03,034|10:10:03,211|10:10:03,750|10:10:09,107
1201287611320|10:10:03,287|10:10:04,005|10:10:04,087|10:10:04,456|10:10:08,809
1201287611331|10:10:03,667|10:10:04,440|10:10:04,718|10:10:05,165|
1201287611362|10:10:04,235|10:10:04,946|10:10:05,349|10:10:05,892|10:10:10,972
1201287611393|10:10:04,799|10:10:05,296|10:10:05,314|10:10:05,799|10:10:13,034
1201287611424|10:10:05,024|10:10:05,949|10:10:06,707|10:10:08,039|10:10:13,233
1201287611435|10:10:05,974|10:10:08,173|10:10:08,567|10:10:08,913|
1201287611456|10:10:06,726|10:10:08,912|10:10:09,011|10:10:09,451|10:10:14,687
1201287611467|10:10:08,596|10:10:09,032|10:10:09,156|10:10:09,595|10:10:13,266
1201287611528|10:10:09,032|10:10:09,340|10:10:09,530|10:10:09,759|
1201287611569|10:10:09,312|10:10:10,039|10:10:10,319|10:10:10,838|
1201287611620|10:10:09,481|10:10:09,888|10:10:10,154|10:10:10,579|
1201287611641|10:10:09,813|10:10:10,294|10:10:10,351|10:10:10,887|
1201287611672|10:10:10,345|10:10:10,512|10:10:10,580|10:10:11,126|
1201287611693|10:10:10,490|10:10:10,603|10:10:10,741|10:10:11,186|
1201287611724|10:10:10,699|10:10:11,492|10:10:11,828|10:10:12,129|
1201287611735|10:10:11,102|10:10:11,952|10:10:12,210|10:10:12,971|
1201287611756|10:10:11,979|10:10:12,943|10:10:13,324|10:10:13,618|
1201287611807|10:10:12,479|10:10:13,238|10:10:13,333|10:10:13,890|
1201287611838|10:10:13,189|10:10:13,551|10:10:13,697|10:10:14,662|10:10:23,913
1201287611859|10:10:13,412|10:10:13,657|10:10:13,844|10:10:14,719|10:10:20,567
1201287611870|10:10:13,571|10:10:14,691|10:10:14,838|10:10:15,675|10:10:22,696
1201287611901|10:10:14,613|10:10:15,264|10:10:15,645|10:10:16,673|
1201287611922|10:10:15,127|10:10:15,776|10:10:16,133|10:10:17,015|10:10:24,503
1201287611933|10:10:15,554|10:10:16,393|10:10:16,557|10:10:17,421|10:10:21,329
1201287611984|10:10:16,279|10:10:18,058|10:10:18,638|10:10:19,685|
1201287612005|10:10:16,527|10:10:17,432|10:10:17,575|10:10:18,364|10:10:23,297
1201287612036|10:10:17,469|10:10:18,477|10:10:18,645|10:10:19,693|
1201287612057|10:10:18,670|10:10:19,044|10:10:19,579|10:10:19,861|10:10:25,787
1201287612068|10:10:19,014|10:10:19,789|10:10:20,508|10:10:21,573|
1201287612079|10:10:19,447|10:10:20,375|10:10:20,600|10:10:21,569|
1201287612100|10:10:20,051|10:10:21,092|10:10:21,165|10:10:22,184|
1201287612121|10:10:20,627|10:10:21,572|10:10:22,342|10:10:22,779|10:10:27,230
1201287612142|10:10:21,343|10:10:22,878|10:10:23,062|10:10:23,690|10:10:27,769
1201287612153|10:10:22,640|10:10:23,093|10:10:23,312|10:10:23,875|10:10:27,278
1201287612194|10:10:23,093|10:10:23,789|10:10:24,430|10:10:24,876|
1201287612215|10:10:23,341|10:10:24,075|10:10:24,613|10:10:25,136|10:10:30,203
1201287612236|10:10:23,524|10:10:24,347|10:10:24,474|10:10:25,119|10:10:32,889
1201287612247|10:10:24,054|10:10:24,640|10:10:24,818|10:10:25,342|10:10:29,319
1201287612278|10:10:24,224|10:10:24,812|10:10:24,831|10:10:25,296|
1201287612299|10:10:24,690|10:10:25,074|10:10:25,413|10:10:26,014|10:10:30,662
1201287612310|10:10:24,900|10:10:25,686|10:10:26,014|10:10:26,728|10:10:32,380
1201287612321|10:10:25,686|10:10:26,090|10:10:26,230|10:10:26,668|
1201287612352|10:10:26,140|10:10:26,670|10:10:27,054|10:10:27,492|
1201287612363|10:10:26,416|10:10:27,506|10:10:27,584|10:10:27,983|
1201287612394|10:10:26,694|10:10:27,425|10:10:27,792|10:10:28,175|
1201287612405|10:10:27,321|10:10:28,552|10:10:28,575|10:10:29,044|
1201287612456|10:10:27,872|10:10:28,274|10:10:28,558|10:10:28,980|
1201287612467|10:10:28,498|10:10:28,858|10:10:29,245|10:10:29,898|
1201287612478|10:10:28,765|10:10:29,052|10:10:29,388|10:10:30,141|
1201287612489|10:10:28,911|10:10:30,561|10:10:30,893|10:10:31,336|
1201287612520|10:10:29,270|10:10:30,477|10:10:30,568|10:10:31,030|
1201287612551|10:10:30,374|10:10:30,967|10:10:31,061|10:10:31,914|10:10:41,451
1201287612582|10:10:30,850|10:10:31,299|10:10:31,577|10:10:32,057|10:10:37,057
1201287612603|10:10:30,993|10:10:31,941|10:10:32,569|10:10:33,233|10:10:41,383
1201287612624|10:10:31,400|10:10:32,235|10:10:32,591|10:10:33,311|
1201287612645|10:10:32,105|10:10:32,955|10:10:33,040|10:10:33,376|10:10:43,549
1201287612666|10:10:32,994|10:10:33,488|10:10:34,549|10:10:37,176|10:10:41,034
1201287612687|10:10:33,140|10:10:33,588|10:10:33,716|10:10:37,151|
1201287612708|10:10:34,598|10:10:35,348|10:10:35,484|10:10:37,147|10:10:43,792
1201287612719|10:10:35,300|10:10:35,923|10:10:36,712|10:10:37,340|
1201287612730|10:10:35,421|10:10:35,732|10:10:35,953|10:10:37,299|10:10:43,920
1201287612751|10:10:36,850|10:10:37,661|10:10:38,181|10:10:39,277|
1201287612772|10:10:37,126|10:10:38,175|10:10:38,299|10:10:39,823|
1201287612783|10:10:37,458|10:10:38,023|10:10:38,339|10:10:39,884|
1201287612814|10:10:38,051|10:10:39,276|10:10:39,885|10:10:40,179|10:10:44,400
1201287612825|10:10:39,211|10:10:40,903|10:10:41,140|10:10:41,613|10:10:46,225
1201287612856|10:10:40,174|10:10:41,122|10:10:41,144|10:10:41,741|10:10:44,116
1201287612867|10:10:41,065|10:10:41,689|10:10:41,861|10:10:42,210|
1201287612898|10:10:41,937|10:10:42,496|10:10:42,630|10:10:43,018|10:10:47,705
1201287612909|10:10:42,462|10:10:42,955|10:10:43,237|10:10:43,632|10:10:50,778
1201287612920|10:10:42,810|10:10:43,217|10:10:43,634|10:10:44,008|10:10:48,870
1201287612931|10:10:43,363|10:10:44,642|10:10:44,727|10:10:45,372|
1201287612962|10:10:43,885|10:10:44,294|10:10:44,562|10:10:45,319|10:10:50,634
1201287612993|10:10:44,546|10:10:44,717|10:10:44,738|10:10:45,339|10:10:50,565
1201287613024|10:10:44,770|10:10:44,994|10:10:45,098|10:10:45,387|
1201287613095|10:10:44,872|10:10:45,372|10:10:45,972|10:10:46,294|
1201287613126|10:10:45,043|10:10:45,299|10:10:45,532|10:10:45,952|
1201287613147|10:10:45,168|10:10:46,723|10:10:46,983|10:10:47,563|
1201287613168|10:10:46,248|10:10:46,886|10:10:47,126|10:10:47,692|
1201287613179|10:10:46,433|10:10:47,170|10:10:47,394|10:10:47,926|
1201287613190|10:10:47,177|10:10:47,443|10:10:47,519|10:10:47,969|
1201287613211|10:10:47,653|10:10:48,069|10:10:48,247|10:10:48,952|
1201287613232|10:10:47,869|10:10:48,863|10:10:49,069|10:10:49,582|
1201287613253|10:10:48,897|10:10:49,261|10:10:49,299|10:10:49,927|
1201287613274|10:10:49,230|10:10:49,402|10:10:49,524|10:10:50,419|10:11:00,033
1201287613295|10:10:49,346|10:10:50,215|10:10:50,772|10:10:51,627|10:10:56,224
1201287613306|10:10:49,493|10:10:50,196|10:10:50,804|10:10:52,231|10:10:59,009
1201287613327|10:10:49,633|10:10:50,564|10:10:50,842|10:10:53,124|
1201287613348|10:10:50,627|10:10:51,040|10:10:51,091|10:10:52,887|10:11:02,058
1201287613359|10:10:50,885|10:10:51,328|10:10:51,445|10:10:53,201|10:10:58,745
1201287613370|10:10:51,389|10:10:51,861|10:10:52,103|10:10:53,951|
1201287613381|10:10:51,557|10:10:52,038|10:10:52,241|10:10:53,953|10:10:59,073
1201287613422|10:10:52,314|10:10:53,946|10:10:54,617|10:10:55,136|
1201287613433|10:10:54,645|10:10:55,162|10:10:55,449|10:10:56,095|10:11:03,429
1201287613454|10:10:55,106|10:10:55,627|10:10:55,722|10:10:56,107|
1201287613475|10:10:55,577|10:10:56,468|10:10:56,612|10:10:56,965|
1201287613496|10:10:56,276|10:10:56,907|10:10:57,391|10:10:58,406|
1201287613507|10:10:57,106|10:10:58,233|10:10:59,499|10:11:00,362|10:11:06,849
1201287613528|10:10:57,436|10:10:59,418|10:11:00,276|10:11:01,776|10:11:07,782
1201287613569|10:10:58,330|10:11:01,219|10:11:02,175|10:11:03,442|10:11:05,945
1201287613570|10:10:59,992|10:11:02,267|10:11:02,366|10:11:03,458|
1201287613591|10:11:01,344|10:11:02,534|10:11:03,451|10:11:03,994|10:11:09,000
1201287613612|10:11:02,408|10:11:03,763|10:11:03,809|10:11:04,299|10:11:10,573
1201287613633|10:11:03,719|10:11:03,846|10:11:03,941|10:11:04,387|10:11:08,826
1201287613654|10:11:03,894|10:11:04,386|10:11:04,780|10:11:05,236|
1201287613665|10:11:04,031|10:11:04,310|10:11:04,436|10:11:04,730|10:11:08,917
1201287613686|10:11:04,340|10:11:04,894|10:11:05,118|10:11:05,518|10:11:10,127
1201287613697|10:11:05,021|10:11:05,539|10:11:06,071|10:11:06,869|
1201287613738|10:11:05,223|10:11:05,962|10:11:06,268|10:11:06,852|
1201287613749|10:11:05,685|10:11:06,466|10:11:06,617|10:11:06,923|
1201287613760|10:11:06,640|10:11:06,869|10:11:07,028|10:11:07,348|
1201287613771|10:11:07,130|10:11:07,818|10:11:08,012|10:11:08,496|
1201287613792|10:11:07,819|10:11:08,141|10:11:08,184|10:11:08,621|
1201287613813|10:11:08,109|10:11:08,476|10:11:08,629|10:11:08,858|
1201287613834|10:11:08,434|10:11:09,064|10:11:09,146|10:11:09,994|
1201287613845|10:11:08,822|10:11:09,215|10:11:09,352|10:11:10,034|
1201287613866|10:11:09,192|10:11:09,624|10:11:10,157|10:11:10,538|
1201287613877|10:11:09,416|10:11:10,129|10:11:10,162|10:11:11,162|10:11:19,064
1201287613898|10:11:09,558|10:11:10,223|10:11:10,569|10:11:11,198|10:11:15,248
1201287613909|10:11:10,184|10:11:11,197|10:11:11,371|10:11:12,421|10:11:19,584
1201287613920|10:11:11,012|10:11:11,502|10:11:11,591|10:11:12,804|
1201287613941|10:11:11,444|10:11:12,278|10:11:12,896|10:11:13,664|10:11:20,699
1201287613972|10:11:12,021|10:11:13,273|10:11:14,086|10:11:14,885|10:11:18,925
1201287614013|10:11:12,097|10:11:12,622|10:11:13,255|10:11:14,059|
1201287614024|10:11:12,365|10:11:13,628|10:11:14,938|10:11:15,889|10:11:20,333
1201287614045|10:11:13,454|10:11:15,150|10:11:15,608|10:11:16,071|
1201287614056|10:11:15,140|10:11:16,163|10:11:16,521|10:11:16,990|10:11:21,007
1201287614077|10:11:15,796|10:11:16,781|10:11:17,222|10:11:17,691|
1201287614098|10:11:16,520|10:11:17,534|10:11:18,691|10:11:19,180|
1201287614119|10:11:16,750|10:11:17,295|10:11:17,770|10:11:18,699|
1201287614120|10:11:17,821|10:11:19,688|10:11:19,840|10:11:20,345|10:11:28,449
1201287614141|10:11:19,370|10:11:19,683|10:11:19,845|10:11:20,510|10:11:26,154
1201287614152|10:11:19,714|10:11:19,953|10:11:20,060|10:11:20,476|10:11:23,424
1201287614163|10:11:19,970|10:11:20,332|10:11:20,630|10:11:20,830|
1201287614184|10:11:20,114|10:11:20,904|10:11:21,123|10:11:21,807|10:11:27,982
1201287614275|10:11:20,440|10:11:20,960|10:11:21,030|10:11:21,570|10:11:29,479
1201287614306|10:11:20,812|10:11:21,056|10:11:21,164|10:11:21,891|10:11:28,878
1201287614327|10:11:21,317|10:11:21,596|10:11:21,628|10:11:22,072|
1201287614348|10:11:21,535|10:11:22,171|10:11:22,225|10:11:22,695|10:11:28,954
1201287614369|10:11:21,833|10:11:22,238|10:11:22,776|10:11:23,668|10:11:30,663
1201287614380|10:11:22,349|10:11:23,419|10:11:23,499|10:11:23,755|
1201287614401|10:11:23,400|10:11:25,305|10:11:25,635|10:11:25,978|
1201287614412|10:11:24,378|10:11:25,963|10:11:26,380|10:11:27,550|
1201287614453|10:11:25,934|10:11:26,586|10:11:26,965|10:11:27,527|
1201287614474|10:11:26,351|10:11:27,903|10:11:28,782|10:11:29,144|
1201287614525|10:11:27,048|10:11:27,691|10:11:28,376|10:11:28,758|
1201287614566|10:11:27,714|10:11:28,910|10:11:28,950|10:11:29,422|
1201287614597|10:11:28,742|10:11:29,537|10:11:29,597|10:11:30,357|
1201287614618|10:11:29,348|10:11:29,838|10:11:29,869|10:11:30,589|
1201287614669|10:11:29,825|10:11:30,124|10:11:30,341|10:11:30,715|
1201287614700|10:11:30,284|10:11:30,691|10:11:30,739|10:11:31,538|10:11:39,578
1201287614721|10:11:30,633|10:11:31,456|10:11:31,618|10:11:32,223|10:11:36,831
1201287614732|10:11:30,789|10:11:31,503|10:11:31,597|10:11:32,636|10:11:40,277
1201287614753|10:11:31,312|10:11:31,752|10:11:31,775|10:11:33,008|
1201287614774|10:11:31,558|10:11:31,858|10:11:31,964|10:11:33,402|10:11:42,123
1201287614795|10:11:31,828|10:11:32,187|10:11:32,436|10:11:33,623|10:11:38,501
